Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
efficientnet_b4,celebdf_only,standard,0.7416,0.9886,0.4888,0.6541,87,177,1,91,0.0004
