Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
mobilenet_v2,celebdf_ffpp,standard,0.7182,0.6746,0.8105,0.7364,479,395,231,112,0.0001
