Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
efficientnet_b4,celebdf_ffpp,scaled,0.6927,0.6627,0.7479,0.7027,442,401,225,149,0.0003
