Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
vit_base_patch16_224,celebdf_only,standard,0.6629,0.7231,0.5281,0.6104,94,142,36,84,0.0001
