Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
efficientnet_b4,augmented,scaled,0.6532,0.6088,0.8003,0.6915,473,322,304,118,0.0003
