Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
swin_tiny_patch4_window7_224,celebdf_only,noisy,0.8062,0.8385,0.7584,0.7965,135,152,26,43,0.0002
