Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
xception41,celebdf_only,standard,0.8062,0.9910,0.6180,0.7612,110,177,1,68,0.0002
