Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
mobilenet_v2,celebdf_only,scaled,0.8315,0.9836,0.6742,0.8000,120,176,2,58,0.0001
