Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
mobilenet_v2,celebdf_only,jpeg,0.8539,0.9846,0.7191,0.8312,128,176,2,50,0.0001
