Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
swin_tiny_patch4_window7_224,celebdf_ffpp,noisy,0.7050,0.6518,0.8426,0.7351,498,360,266,93,0.0002
