Modell,Variante-Training,Variante-Test,Accuracy,Precision,Recall,F1-Score,TP,TN,FP,FN,Avg-Time/Bild (s)
efficientnet_b4,celebdf_ff,jpeg,0.6738,0.6382,0.7580,0.6930,448,372,254,143,0.0003
